geneID_A	geneID_B	origins
6134	23521	CoFrac|QUBIC
5690	5692	BioPlex|CoFrac|QUBIC
5692	10213	CoFrac|QUBIC
5692	5717	BioPlex|CoFrac
5692	5710	CoFrac|QUBIC
5692	5693	Lit-BM-13|BioPlex|CoFrac|QUBIC
5691	5692	Lit-BM-13|BioPlex|QUBIC
5692	5695	Lit-BM-13|BioPlex|CoFrac|QUBIC
5692	5698	BioPlex|CoFrac
5692	56984	BioPlex|CoFrac|QUBIC
5692	5720	BioPlex|QUBIC
5692	25793	BioPlex|QUBIC
5690	5717	BioPlex|CoFrac
5690	5693	Lit-BM-13|BioPlex|CoFrac|QUBIC
5690	5691	Lit-BM-13|BioPlex
5690	5695	BioPlex|CoFrac
5690	5698	BioPlex|CoFrac
3376	51520	BioPlex|CoFrac
10097	23603	CoFrac|QUBIC
29978	29979	Lit-BM-13|HI-union
23603	57175	BioPlex|QUBIC
5719	10213	CoFrac|QUBIC
5718	10213	BioPlex|CoFrac|QUBIC
5717	10213	CoFrac|QUBIC
5716	10213	CoFrac|QUBIC
5714	10213	CoFrac|QUBIC
5713	10213	BioPlex|HI-union|CoFrac|QUBIC
5710	10213	CoFrac|QUBIC
5693	10213	CoFrac|QUBIC
6500	8454	Lit-BM-13|QUBIC
6500	26234	BioPlex|HI-union
6500	25793	Lit-BM-13|BioPlex|QUBIC
8454	25793	BioPlex|QUBIC
3801	9859	BioPlex|HI-union|QUBIC
4174	4176	Lit-BM-13|CoFrac
4171	4174	Lit-BM-13|CoFrac|QUBIC
4172	4174	Lit-BM-13|BioPlex|CoFrac|QUBIC
4175	4176	Lit-BM-13|CoFrac|QUBIC
4171	4175	Lit-BM-13|HI-union|CoFrac|QUBIC
4172	4175	Lit-BM-13|BioPlex|CoFrac|QUBIC
4173	4175	Lit-BM-13|CoFrac|QUBIC
4175	79892	CoFrac|QUBIC
4171	4176	Lit-BM-13|CoFrac|QUBIC
4172	4176	Lit-BM-13|BioPlex|CoFrac|QUBIC
4173	4176	Lit-BM-13|CoFrac
4176	79892	HI-union|CoFrac
4171	4172	Lit-BM-13|BioPlex|CoFrac|QUBIC
4171	4173	Lit-BM-13|CoFrac|QUBIC
4172	4173	BioPlex|CoFrac|QUBIC
4172	79892	BioPlex|CoFrac|QUBIC
54512	118460	CoFrac|QUBIC
5718	5719	BioPlex|CoFrac
5713	5719	BioPlex|CoFrac
5693	5719	CoFrac|QUBIC
5717	5718	BioPlex|CoFrac
5714	5718	BioPlex|CoFrac
5713	5718	BioPlex|CoFrac
5711	5718	BioPlex|CoFrac
5710	5718	BioPlex|CoFrac
5693	5718	CoFrac|QUBIC
5713	5717	BioPlex|CoFrac
5711	5717	BioPlex|CoFrac
5693	5717	CoFrac|QUBIC
5695	5717	BioPlex|CoFrac
5713	5714	BioPlex|CoFrac
5711	5714	BioPlex|CoFrac
5714	51377	Lit-BM-13|BioPlex
5711	5713	BioPlex|CoFrac
5710	5713	BioPlex|CoFrac
5693	5713	CoFrac|QUBIC
5693	5710	CoFrac|QUBIC
5903	5905	Lit-BM-13|CoFrac|QUBIC
10480	728689	BioPlex|CoFrac
8243	9126	CoFrac|QUBIC
5691	5693	Lit-BM-13|BioPlex|QUBIC
5693	5695	Lit-BM-13|BioPlex|CoFrac|QUBIC
5693	56984	CoFrac|QUBIC
5691	5695	Lit-BM-13|BioPlex
5691	5699	Lit-BM-13|BioPlex
5695	5698	Lit-BM-13|BioPlex
1615	51520	BioPlex|CoFrac
10480	27335	BioPlex|CoFrac
