geneID_A	geneID_B
5984	11345
8365	23710
377630	728369
54431	84557
7529	23710
5562	9513
9632	81631
5216	23710
3315	84640
4905	8773
1121	84128
11345	23710
11337	54433
55327	154796
5317	9527
23048	440738
6224	81631
9510	728405
1213	11337
6132	81631
3857	23710
330	7186
1832	11337
51569	79876
3054	54532
8945	10426
8237	55593
8439	129446
5591	84557
8452	23710
22803	23710
4131	6789
4686	11345
6923	9924
26100	55862
9924	150472
477	11337
1201	1355
3884	54726
1736	57599
3959	11337
4355	11337
9218	114883
11345	26156
3183	11337
5216	11337
6637	11337
10869	84461
8991	9958
5203	9825
5289	30849
3190	84557
9343	11337
8833	9338
7375	11157
5641	11337
3182	84557
8678	9474
51199	154796
6749	60673
9128	9416
29997	51720
10383	11337
11337	55922
10713	26121
3192	81631
8667	8672
8878	55217
7405	79724
2670	81631
5713	10213
114884	192111
23524	114884
10492	11337
5562	5564
25862	79902
1933	11345
8295	23326
6176	11337
27005	84196
11080	26100
10772	11345
81570	114884
1121	7353
5713	5714
6788	11337
55291	79931
8878	55006
54187	79016
2288	79876
178	5563
790	11337
6317	11345
6794	57599
10642	23710
83743	84557
4839	11337
3888	11345
9817	163786
6294	85015
5591	81631
3187	81631
5725	23710
1121	7184
9895	11345
9318	90293
9685	23710
11337	286887
6742	11337
4217	5563
23382	126119
6801	54764
7417	23710
9129	9958
7295	81631
9131	84557
2885	55593
10342	84557
135112	440738
1676	5563
3096	8945
55201	84557
51479	79016
9128	26121
5694	51377
23710	57002
7405	128178
126119	219743
23710	55646
29086	81892
2926	11337
9747	26100
10713	54433
4905	10490
7284	84557
51633	92140
3329	23710
6794	55437
1540	10724
11345	117246
5170	27044
11345	140801
7375	7398
3308	11345
8359	11345
10236	84557
10869	83985
3295	23710
6711	84557
4144	84557
6207	23710
2155	25862
7184	11345
54764	55917
25782	84557
223	79931
6208	84557
29086	84706
10483	11345
9685	440738
1459	57599
6184	23710
1121	10920
1500	8878
3187	84557
114884	124245
4131	11345
9128	10594
9817	11337
3608	23710
11337	55361
6742	84557
7023	23291
1457	79101
11345	26528
5160	10869
23710	54749
8337	10146
23710	220988
1627	9706
10165	81631
29766	85015
3181	11337
29761	114781
6222	11337
3313	81631
3312	84557
57599	81631
10980	50813
51593	84557
7150	11345
7405	80183
2235	10868
7874	51100
5700	10213
1796	11345
84078	387338
63931	84557
11345	51010
10970	373509
7334	57559
9895	81631
5928	11345
11337	55646
8878	114882
3326	11337
57470	84557
11337	23367
8568	11337
5464	11337
8678	55626
10606	81631
11337	60673
11345	203068
3308	84557
10627	85015
9706	22938
6566	81631
81631	192666
10383	81631
8661	51422
5717	9097
6631	23710
3608	84557
6124	23710
9960	64359
1796	81631
3757	81631
9825	29086
191	81631
9295	11345
10236	81631
5707	5713
6711	81631
9782	84557
575	8667
5317	7398
9351	23035
6181	84557
808	10868
5037	11345
23710	91754
9733	84154
8878	25973
8945	55031
2332	5562
8878	11337
7086	9474
8678	9711
11345	55690
3030	79016
1762	23239
5573	11337
8439	23710
4171	79876
57599	60487
4134	9821
8349	11345
2011	51096
4869	11345
5565	57620
7531	124739
8314	79711
11052	11345
6737	84557
7277	11337
8883	51720
1201	11260
6128	11337
3184	23710
811	11345
501	79876
6207	11345
1476	84557
79921	140597
10980	80204
8568	84557
9667	81631
1665	84557
2011	23203
5052	23710
2317	81631
1476	23710
6601	11345
3320	11337
8826	84078
9338	79921
6294	84557
10949	11345
7405	55844
27044	79876
8366	11345
7405	79184
6421	23710
8945	79866
9825	51720
5955	11337
79443	84557
79656	84557
8678	80335
8266	23197
79101	692312
29086	51035
6206	84640
7846	84669
23225	81631
3167	57559
23558	23710
1540	8975
7874	29086
2992	5565
4171	5571
4790	11345
11337	26986
1762	2584
63891	440738
23102	81631
8314	8520
23710	25939
213	11345
8878	64978
7284	81631
11345	64434
11345	284677
22930	84557
9577	84142
11052	84557
10533	81631
84557	388698
9097	84220
7186	10010
8408	23192
5315	81631
7375	9129
11331	11345
11337	23558
8237	90293
5430	23710
5687	54532
1500	57599
11345	26227
1476	11337
11345	146057
7024	11337
9318	10987
6737	23710
10342	23710
10856	23710
9810	9958
6123	9908
1121	25865
9632	11345
9510	728379
4646	29761
11017	11345
10146	65095
5725	11345
10498	11345
11345	63891
4905	8417
25902	373509
6135	11345
34	23710
8667	10092
57599	64175
7345	64770
1854	11345
5717	10213
29761	124220
392197	728379
2997	8678
6596	7874
6147	11345
1540	9825
7874	8165
2026	11337
1654	23710
7405	8678
7273	81631
9577	25979
7874	9097
1477	9958
1072	23710
6176	11345
7531	11337
708	11345
4534	84078
1643	79016
8878	56652
805	10645
6726	84557
5565	55971
506	84557
6730	7874
3884	11337
11337	23225
23035	64854
10413	154796
10525	11345
8678	56904
3106	11337
9128	51691
142	2631
11345	23112
4942	84557
9119	11345
9045	11337
10645	55215
11345	83734
1665	11337
9958	57819
6301	79876
8878	440738
8533	10980
2011	9181
10629	23326
11337	23451
6830	57599
11337	54881
23710	135112
6133	11337
9817	51608
4640	10868
230	23710
6133	23710
873	79876
29890	84557
6217	23710
1201	23193
6144	81631
7001	81631
5224	9958
3183	23710
55100	57599
3310	81631
8439	91754
3728	23710
9219	9706
57599	219333
3329	11345
9510	728373
301	23710
7347	81570
25862	257218
10484	11337
2631	81631
11345	79084
1201	7514
270	81631
372	9924
23291	25820
2547	23710
64422	643246
6168	11337
4069	57097
8106	11345
9092	9128
6205	11345
1201	57003
8825	11345
23032	51663
7158	57646
1152	11345
7014	9474
5394	11337
8878	54958
36	10869
4627	23710
5563	9821
22878	25851
9584	11345
8899	10713
4171	79016
7073	84557
11345	23367
5347	10868
51138	90293
890	51720
506	11337
9733	79682
8899	9128
11345	51637
11337	23211
5519	9706
1649	84247
3853	23710
6789	23710
63891	81631
8508	81631
1655	84557
5036	60673
23710	126638
5496	25862
64854	140465
6147	81631
8452	11345
8237	200933
3939	23710
55054	64422
3189	23710
7879	23710
23637	81631
2108	60673
9474	11345
56342	79101
4673	84557
9577	64210
59	81631
56267	84557
8178	10208
11100	81631
5555	11337
55319	81631
790	84557
5641	728373
10116	10980
29761	57646
5496	8314
1653	81631
7284	11337
8139	55054
6418	57599
6390	23710
11337	23212
114883	114885
6634	81631
10130	23710
6223	23710
51428	57602
8945	100528062
2023	23710
10240	84132
10987	26263
9817	54958
3852	23710
10075	373509
11337	27288
9474	54510
9140	55054
7846	373509
3181	9821
1509	23710
23192	23710
79016	80344
81631	553115
1629	10600
10498	81631
9821	11337
10208	23379
1737	81631
6050	9908
10146	23511
7874	8480
2011	7402
6789	57551
8237	84926
3028	11345
8450	10980
11345	284403
3891	54726
1475	81631
6210	11345
1121	55109
6187	11337
2950	81631
7407	81631
4637	11274
8924	10868
4172	23710
29101	51720
11337	63891
10910	23239
2774	29086
9416	10713
9100	10658
2288	56904
79443	81631
8349	23710
5317	11345
8148	81631
9685	57559
4869	84557
270	84557
2108	79016
56267	81631
2969	7874
10165	373509
11345	23020
51479	60673
23326	23411
9474	55054
11345	161582
5689	11337
5093	23710
10869	55161
1660	81631
293	81631
10869	55898
2239	11337
55696	84557
9577	51720
1201	1537
5685	29086
3482	373509
3326	84557
11345	497661
4000	23710
10286	11337
23710	79026
5339	253980
8452	10987
60673	440738
2597	23710
11345	29896
5478	84557
1892	79016
83593	440738
3281	9821
23197	26100
55015	84557
6204	11337
10980	26094
10016	11345
1121	81929
10987	122769
5708	51377
5294	54496
1937	84557
3848	11345
6628	11337
10015	23710
6193	11337
7756	7874
8439	84557
3005	11337
5393	11337
55651	57599
847	54532
31	11337
1314	60673
23710	27339
9821	60673
10056	79016
8668	26100
2643	114883
7398	23035
25824	29086
11337	84263
23020	84557
7874	79184
223	79016
832	81631
6155	23710
1540	124044
3313	23710
9188	11337
1201	55176
8678	107080638
7874	23008
7405	27132
2079	84557
9045	11345
5983	10868
9128	57819
55291	57602
6634	11337
7531	23710
8945	51138
1778	84557
55054	166378
2309	7531
908	84557
9776	23710
26986	84557
11345	51495
8452	84078
5713	10868
5591	11337
2997	23710
2289	6794
3861	81631
3872	7345
8314	221937
91754	140609
11345	126298
23279	219333
5584	84557
57002	84557
29896	84557
11345	79228
6146	81631
7186	27429
5562	5571
5714	51377
64854	91833
7072	11337
5630	11345
4905	29086
4282	11337
8987	81631
3181	81631
3337	54726
8237	140597
2717	54726
10971	11337
3309	84557
1981	9960
4905	53917
3996	84557
8945	10845
11051	11337
25851	80781
84557	221937
213	57695
11345	23225
8761	11337
4521	81631
1121	7082
191	23710
7874	10075
91754	440738
84557	192666
9097	58477
2617	11345
3376	81631
2879	55593
8878	11345
60673	79876
8945	338785
3853	11345
11337	64848
9119	84557
27288	84557
5478	81631
53917	342574
23193	51422
26523	84557
1072	84557
51428	81631
5563	5565
6160	11345
293	11337
5977	11345
9667	11337
5289	440738
5562	5565
498	11345
55626	373509
3843	8314
8340	11337
4651	23291
10869	55176
9338	55527
23326	27044
7203	11345
8662	9960
4171	79184
8655	154796
3191	23710
6635	11345
8573	51720
5832	54764
9474	151903
7157	55593
81631	643246
5515	11337
27005	129831
10645	57488
3178	23710
2317	23710
2309	60673
10383	11345
3728	7398
2108	79876
3609	11345
6318	23710
10534	51100
64062	84078
10135	79016
3183	81631
11337	56267
11337	23404
84557	345651
4904	11345
1933	11337
4927	23710
23172	29086
8408	29982
14	11345
23225	23710
1121	11097
10987	80311
8439	11345
56252	85015
26528	84557
8237	154796
4738	29761
5036	5170
1121	101060521
5630	23710
9097	10213
2631	3030
1121	4928
27288	81631
60488	84132
6059	8667
498	84557
1994	23710
57599	159090
9338	29128
9908	11345
5298	84078
1192	23710
4282	23710
3849	23710
5985	11337
2521	11337
11337	65265
10869	23534
7157	10713
4841	84557
8878	55347
790	11345
3030	25862
2997	440738
7024	440738
10642	11345
2631	9817
7332	84557
90070	440738
3881	11345
1762	7257
25994	84669
1938	23710
7280	84557
8314	23382
9910	23637
8667	10973
5708	79876
8454	9577
23071	84669
4771	154796
23275	23326
4898	51720
23035	91833
11337	26135
6430	11345
55737	124739
6122	11337
8408	9100
79184	84142
5055	23710
1762	8974
3308	11337
143098	154796
5565	389840
8359	11337
23603	81631
79443	440738
8678	10989
3191	11345
7184	11337
9184	84557
1738	84557
5501	81631
1121	8175
11345	440738
3848	23710
8667	10989
5518	81631
22870	25862
2011	23255
6181	11337
7874	26094
10935	81631
2011	6645
9908	134430
9908	23636
3996	11337
5562	79016
8408	440738
8218	11345
2316	10645
38	11345
10146	65083
10575	23710
10082	11345
9577	55757
6222	11345
11103	84101
11337	55054
8678	51144
10432	23710
8566	81631
2107	9817
6175	11345
8480	11345
4620	9958
9908	10667
7936	57599
1984	23710
287	23710
8878	81542
7978	11337
11345	55269
8314	63893
7051	11345
10236	11337
9776	81631
6635	23710
8568	11345
27101	55593
3609	81631
8451	10987
11186	11345
23239	91833
2011	23303
5356	84132
3615	11345
51422	84557
5584	8878
7277	81631
7248	8678
11337	25873
9825	55327
810	7398
11337	140801
8237	9338
3181	55054
23524	84557
3032	60673
5351	23710
8987	11345
10075	81631
10980	92799
5217	23710
7347	10987
5573	23710
4628	85015
4904	11337
377630	728405
5886	220213
11345	144501
2011	23122
8366	23710
1937	23710
9330	11345
23085	84078
5162	81631
6156	23710
2318	10645
7277	23710
9128	9958
11052	11337
5861	23710
178	23710
25851	79892
6130	11337
1994	11345
6144	84557
4048	79016
3188	23710
1678	84749
4343	11337
6230	11337
689	728419
8370	11345
59	23710
219	81631
8975	9747
11345	79876
55968	80124
983	10869
6210	11337
9584	81631
9821	27316
3320	11345
392197	728369
7866	57602
84557	220988
8878	54938
7375	9128
5562	51422
1540	55125
6880	23326
4282	84557
5442	84078
9513	54726
11345	27161
1201	55183
3891	64223
8924	81631
8761	23710
8340	114883
2597	11337
6908	79101
3096	23291
23710	55714
84861	90293
5571	10645
5718	9097
6472	79016
9577	29086
9667	23710
5518	11337
11337	345651
3608	81631
1743	11345
3188	84557
5962	23710
10426	23291
84557	84946
10576	64223
22894	29086
84557	221092
11337	84790
57599	84687
10197	124739
10987	115290
6202	23710
25843	54764
23326	100526832
7407	55593
10963	26100
9128	10243
10474	23326
8473	8945
8408	11345
9140	9474
9631	84078
5709	10213
7874	85313
6741	23710
8508	84557
8364	23710
23710	55717
6389	11345
23035	23239
4738	10980
4622	9958
3178	11345
8878	23710
51100	55661
23710	55054
983	85015
11331	81631
6124	81631
1762	64854
6217	11345
10987	80344
80124	258010
2167	9958
4898	23291
11337	89849
10208	51479
8408	10146
11337	23450
6628	81631
10494	57602
26608	84101
1161	10980
11337	25885
6059	373509
10533	64422
2288	5571
11337	83734
22824	81631
9776	440738
6789	8878
5563	9064
4670	11345
3305	23710
4134	84557
10980	51138
3187	23710
11345	90121
9706	81631
11337	90957
8314	10197
8975	83892
6050	79931
7431	23710
55593	55915
5716	9097
3607	8314
5931	8314
6432	23710
8366	11337
10869	11315
84557	91754
11337	79876
10980	114781
26227	81631
6949	57599
6432	81631
3184	81631
10980	79016
11337	22907
6788	84557
9730	10987
2885	84557
6632	81631
55749	79443
7756	81631
1642	23710
11337	83743
1508	1762
6426	84557
1460	8667
27316	84557
3850	23710
6428	23710
3337	26100
1121	55703
377630	728419
2309	2631
10951	377630
4139	27005
1762	57599
8975	51133
3875	84669
8360	11345
1457	84557
2934	23710
10484	11345
3012	23710
11338	81631
10146	11273
79659	373509
2011	4140
8678	30849
5931	83734
83734	643246
3861	23710
51633	84154
9685	114884
1152	10208
10856	81631
506	11345
6165	11345
8314	11335
8666	8667
1503	23710
163	114884
5092	23710
3315	23710
6122	11345
23112	23710
11337	285175
2992	23710
4691	81631
23710	55920
65993	84132
6637	23710
9092	10713
8237	9972
114883	114884
6136	11337
2783	373509
2182	7405
6711	11345
9958	51691
9349	11345
5713	9861
6426	11337
23172	79184
9685	11337
4830	11274
4521	23710
23192	83734
4175	7874
801	10868
6201	11345
8314	221656
10131	11337
104	84557
6141	23710
3006	23710
8678	29982
6193	11345
5554	5565
23071	51720
8678	25851
23637	23710
11345	22907
7284	11345
5160	91833
57062	81631
9338	140597
5563	57620
8349	11337
7405	65082
5134	25862
5565	10276
6208	11337
3308	23710
9097	729540
26985	57599
9140	10533
1975	8667
11337	11338
9706	11337
3190	23710
7756	51100
57599	91833
5693	23710
2193	84669
1654	11345
55626	64422
8021	10146
29896	81631
23130	81631
8365	11345
23071	64854
1466	23710
5286	51479
5562	9706
7398	653499
9733	51202
642	54532
4522	23710
55737	84669
6318	8945
7405	81570
10482	11337
10963	25862
6224	23710
3006	11337
25939	84557
10598	81631
1121	11128
11337	64786
7405	57617
6188	11345
1207	10146
23710	51493
25862	51067
6208	23710
9119	23710
1649	283643
11345	80263
801	10645
8985	23710
9706	11140
3728	81631
5245	23710
2997	7405
9922	84557
51100	79073
8678	9669
6788	23192
10598	11345
8335	23710
23382	57599
23291	84557
5707	51377
55607	57599
2011	8878
11337	112802
10980	122769
6738	11345
9588	23710
11345	112802
1650	79184
84132	154796
5356	11345
8672	9100
10939	373509
5564	7053
821	11345
6788	81631
23710	286887
2309	5230
3608	11337
8520	11337
87	23710
27132	54532
57418	84132
4790	84557
2997	55593
3852	84557
9987	11337
5289	9711
5905	29086
9218	10868
6138	11337
6950	23710
9782	11337
6203	11345
5313	55593
6294	81631
10432	11337
10576	84557
11137	11337
3184	11345
9141	9338
5564	51422
6788	60485
22879	79443
5717	10868
1655	11337
292	84557
9821	51592
5641	728400
8361	23710
7203	23710
7520	81631
7398	51806
10146	79665
11337	91754
3868	11345
2157	84557
9338	56929
79863	84078
6128	23710
5725	81631
7405	8666
4077	11345
1737	23710
6204	23710
9913	23326
224	23710
9351	56957
6175	81631
9217	10868
3192	84557
1201	10280
8945	10844
3854	23710
160	84557
7072	84557
10015	84557
8678	80183
2631	6897
440	60673
6184	25862
1762	3419
9817	81628
3868	23710
23710	57819
1121	9688
64848	84132
9730	79016
377630	728393
8816	79016
25792	84557
10635	64854
9817	129831
4905	9482
8360	23710
1121	9939
6430	23710
11345	23130
23291	81631
5563	5564
9776	11345
23102	440738
7874	56252
6233	81631
7345	27005
10082	23710
3895	5713
1762	6388
10869	10985
874	23710
8678	10999
8678	51256
9790	84132
59349	84557
6146	11345
10987	50813
4869	23710
6426	81631
3843	440738
4698	8878
7866	10146
8573	9825
1917	23710
9861	51377
23291	27250
23130	55062
9908	29889
6625	11345
1121	9092
10521	84557
1915	11345
11186	23710
7073	23710
2011	3799
8508	11345
3337	23710
10015	11337
6160	11337
1662	9908
810	9958
4521	11337
3849	11337
2289	25862
5962	23035
7072	81631
1201	10989
8453	51100
54764	83992
8340	11345
55958	90293
7818	11337
1762	27037
6218	23710
23710	84078
23710	554313
6635	11337
6188	11337
1121	54468
8667	27335
10617	55611
83892	253980
23291	57695
1762	4698
5725	84557
23291	55031
875	11337
23710	26528
7375	64852
5571	9706
29086	57470
5563	9644
3187	11337
10197	11337
4130	84557
5464	84557
84557	113457
11337	285855
25862	55291
9706	9821
1659	84557
6137	11337
11345	25940
2155	8678
10645	10985
23710	83593
6169	81631
1762	2155
23130	440738
5565	5591
2011	4139
10726	23291
4069	29761
1201	57488
10868	144100
6160	84557
3189	84557
301	10208
3996	84078
4673	11345
9128	10713
1938	11337
5093	11337
7184	23710
23710	89890
54764	85369
7874	8833
6202	81631
1121	10291
6633	23710
23035	219333
6428	11345
51377	283899
5708	9097
5563	5571
10980	93611
8683	84557
10484	84557
5289	8237
2521	11345
3735	11345
2670	11337
2997	5565
10146	29889
1917	11345
6470	81631
6421	81631
8729	84078
84557	85440
10642	11337
7082	84078
811	23710
9958	10465
6418	84557
226	9958
6137	23710
23326	112869
8878	64965
9131	81631
9097	9352
55164	57599
5217	11345
10980	26263
11345	196374
2312	81631
23326	374654
54700	79101
23710	79876
9128	10907
11345	117531
7347	10868
23710	27161
5709	51377
51100	114034
2673	5563
8237	200845
5717	51377
8634	85015
23710	117159
5563	154796
9530	11337
4927	11345
3189	11337
8566	11337
8148	11337
7277	11345
2584	54726
3838	84557
6181	23710
5718	10868
84640	653499
4085	90293
8237	51512
5501	11345
81631	343069
1314	79016
873	79016
11345	22827
1660	11337
8361	11337
23048	23710
10869	23279
8453	23008
8689	54726
10868	729540
23524	81631
55213	84557
1475	11345
1828	7398
9733	51691
10484	81631
9817	54764
8668	9960
10128	60673
2631	5214
7295	11345
84557	192669
8340	10600
2318	26100
8570	84557
7405	11135
10165	84557
5519	54764
4085	9817
7018	23710
29086	84896
81631	157769
8833	51422
81631	126638
1653	11345
11345	23560
25851	64422
8148	23710
3030	11337
54958	84557
11186	11337
22803	84557
5702	5713
161582	440738
9131	11337
10980	163590
11152	23130
3301	11337
832	51720
8566	84557
23710	54958
6449	8266
7175	84557
6748	11337
1832	84557
9126	10645
996	8237
4798	51377
7157	57599
23326	25904
5339	23710
84101	116540
7405	23178
8878	9330
81631	91754
1994	81631
8362	23710
9748	9817
4343	84557
11345	22824
1837	2011
79101	84172
7874	83734
4637	85015
6191	11337
6144	23710
6150	84101
5036	56904
1201	23392
8453	10980
10972	23710
3310	23710
3376	11337
5701	51377
8237	114884
25851	79443
3312	11337
10713	10907
10713	24148
1938	81631
994	23291
5230	79016
6626	11345
8237	25885
55700	84557
4190	9474
5536	26100
10845	29086
593	23710
1069	84101
3030	8878
7072	11345
6741	11337
23291	25777
2664	53917
8237	83734
23710	117246
60	84557
9319	84669
5036	5571
11274	51780
7375	25804
3849	84557
10606	11345
5706	5713
1266	9474
11345	91754
3860	11345
2631	23710
4131	51422
9474	23710
10130	81631
11337	84557
6789	11345
4905	9342
7159	8678
5110	81631
10935	11345
8408	23710
2950	11337
7307	11337
57805	84078
55062	653499
11337	23048
2318	84557
3336	23710
79672	124739
11345	81027
6636	11345
5955	23710
23524	84132
10576	55054
3857	81631
9045	23710
5521	11337
51493	81631
55054	81631
11100	23710
9474	128178
5036	5562
6634	84557
6188	81631
23710	25873
140735	154796
5496	7874
10808	84557
3419	79016
7157	8237
11345	54926
9733	55133
9129	9733
4697	23710
8021	9908
3097	8945
27316	85015
11345	170506
60	11337
11103	25862
10987	55958
6191	81631
1152	9958
64854	219333
11198	23710
5304	29761
6133	11345
5565	55215
6742	81631
9716	57646
23326	389856
8878	63915
808	9929
11345	55342
10483	79443
9584	11337
27005	57673
10498	23710
5564	5571
81631	221937
7405	285190
5224	23710
8453	9338
7073	11337
2950	84557
5519	54532
6788	440738
10868	84271
10802	23710
79101	221830
3251	11337
4173	7874
10980	84261
5701	5713
3185	11337
11137	11345
2950	23710
5289	8678
392197	728400
11337	102724560
8678	53635
11337	51441
26097	84557
5562	5563
79876	81631
6738	23710
7529	91833
9821	29110
8678	81929
26100	284697
2956	84557
3188	81631
29086	60496
293	84557
9958	11157
10284	114884
6921	10980
2631	11345
9958	25804
9706	55705
5571	6897
11137	23710
6709	84557
10131	23710
79736	84078
10527	25862
5641	728379
9049	26100
5289	81037
1676	7405
9958	56257
8450	10987
8266	51608
5595	9706
1161	10987
7486	57599
8540	55054
4140	27005
6156	11337
8362	11337
6788	27101
9908	84154
9684	10980
3030	84557
11345	79068
3881	53917
383	54532
6141	11337
1973	11337
1201	5825
708	84557
3181	11345
84557	203068
377630	392197
1108	11337
5478	11345
2058	84557
8945	9817
3337	23130
6789	11337
5687	23710
10291	11337
3888	53917
9510	728393
10935	11337
7372	373509
9657	84557
23239	219333
10130	11345
506	81631
5700	9097
10987	23276
23165	373509
4736	23710
27005	55291
10533	11337
6233	23710
9474	23369
23710	56252
1213	23710
8678	23196
6129	84640
2670	23710
5289	22863
8975	27101
6709	11337
11345	27288
84557	343069
7398	8407
1762	2316
29761	253980
10291	84749
23521	23710
9685	11345
10383	23710
10885	57602
1121	23649
5436	84101
10574	11345
7529	124739
8878	81631
10291	440738
2975	84078
10131	11345
7398	126133
23243	27005
6229	23710
7203	81631
2997	81631
5554	11337
11186	81631
10491	57599
23326	27097
26039	84749
4905	8678
5230	56904
9685	81631
9524	84557
8878	81570
9531	26100
3181	84557
23193	79876
2288	11337
7280	11337
5214	26100
27316	81631
6146	23710
9821	221322
178	11345
7533	79931
10980	80311
4666	23710
6421	11337
10617	100526767
5134	124739
8689	9101
8237	9184
23640	26100
10921	84557
7184	79876
81631	161582
801	7405
1762	5214
9529	54726
23710	56648
1503	11345
2288	60673
3032	8878
79184	149371
2969	78990
5563	51422
2760	11345
8365	11337
9582	440738
4898	8945
23275	84557
224	11345
8218	84557
23035	81609
1936	81631
1111	91754
6627	57559
84557	90933
10432	84557
10189	11345
23450	23710
2316	23710
11345	388698
1824	23710
11171	11345
1642	55626
2091	11337
292	11337
4131	84557
11337	55661
9015	79101
23038	79016
6201	11337
5705	9097
3885	9958
1660	84557
3326	11345
5562	27044
56904	79876
5591	60673
55835	81631
9924	255967
5315	11345
3251	23710
23710	121504
2309	7529
3858	23710
9128	9410
2289	23239
1108	57602
10768	57599
81027	84557
988	11337
6788	8878
10980	54800
10075	25862
5563	9706
2992	5563
6738	11337
5356	11337
11337	50809
51056	79016
9100	10146
6217	84557
3608	11345
8314	51434
84749	84954
7520	11345
6119	79443
26528	81631
4691	84557
10980	81570
818	10869
6138	23710
6628	23710
10987	54800
6136	23710
54764	192111
8237	10111
11097	23710
51100	134430
9131	23710
4131	81631
10868	84706
96459	440738
5393	23710
23112	81631
29761	56897
821	23710
4340	54726
8237	29927
5275	23710
2631	9520
1984	11337
8636	9825
23192	55626
790	23710
3312	11345
3959	23710
23326	56943
6218	11345
1201	9319
23710	81027
6628	11345
6132	23710
6427	84557
3843	11337
3849	81631
4077	11337
23710	64786
6128	84557
226	114884
9577	23770
1823	7398
23710	96459
11337	54958
11345	83593
1201	119559
9013	79101
6632	11337
3308	81631
11337	96459
3320	84557
51	23710
383	11345
563	11345
29844	51377
9706	9776
5563	23031
1917	81631
3182	81631
6635	84557
3891	53917
6160	23710
10146	134430
9924	10574
4750	84557
11345	89890
7431	11345
10197	57599
9987	23710
8406	253980
2631	8508
1163	10980
3861	84557
3192	23710
6894	57599
10808	81631
3033	79876
6737	10869
9776	11337
3190	11345
79443	221937
6138	11345
9867	64854
26100	51150
10869	23770
3860	11337
6208	81631
10146	51720
25851	51112
11337	51013
1762	4942
23363	84078
392197	728419
