seed_file	p_value	mean	std	z_score	num_nodes_real_network	size_real_LCC	num_equal_or_larger_rand_LCC	num_rand
CAMK2D_seed_file.txt	0.051	4.016	1.72561409359	2.30874331335	60	8	51	1000
ECH1_seed_file.txt	0.173	4.782	2.08961144714	1.06144135219	65	7	173	1000
ECI2_seed_file.txt	0.0	2.181	0.798898616847	6.03205450401	32	7	0	1000
HERC2_seed_file.txt	0.0	56.18	19.2538723378	4.14565956394	278	136	0	1000
HIF1AN_seed_file.txt	0.0	3.424	1.39076381891	15.5137771824	50	25	0	1000
MAPK6_seed_file.txt	0.0	1.852	0.640387382761	9.60043899286	30	8	0	1000
NEURL4_seed_file.txt	0.0	8.666	4.07215471219	10.6415406739	134	52	0	1000
UBE3A_seed_file.txt	0.004	4.961	2.17749374282	4.1511026288	82	14	4	1000
UBE3A_seed_file_with_proteasome.txt	0.0	20.326	9.56408511045	5.61203705113	116	74	0	1000
